FARS_ID,YEAR,MONTH,DAY,HOUR,MINUTE,STATE,CITY,LATITUDE,LONGITUDE,SEVERITY,FATALITIES,INJURIES,NUM_VEHICLES,WEATHER,ROAD_SURFACE
FARS_2022_000059,2022,10,19,23,42,CA,Los Angeles,33.914407,-118.345601,No Injury,0,0,1,Clear,Snow/Ice
FARS_2022_000060,2022,9,14,22,47,CA,Los Angeles,33.975931,-118.176177,Fatal,0,4,1,Clear,Gravel
FARS_2022_000061,2022,3,4,11,21,CA,Los Angeles,33.711858,-118.16869,Other Injury,3,9,1,Snow,Dry
FARS_2022_000062,2022,9,8,20,56,CA,Los Angeles,33.964055,-118.426126,Serious Injury,0,1,1,Snow,Gravel
FARS_2022_000063,2022,9,19,22,47,CA,Los Angeles,33.755576,-117.993804,Fatal,0,7,4,Wind,Wet
FARS_2022_000064,2022,10,25,14,57,CA,Los Angeles,34.006558,-118.262768,Other Injury,0,5,3,Fog,Gravel
FARS_2022_000065,2022,5,14,0,47,CA,Los Angeles,34.070684,-117.907229,Fatal,0,1,4,Snow,Snow/Ice
FARS_2022_000066,2022,9,9,11,20,CA,Los Angeles,33.905457,-118.240436,Other Injury,0,4,3,Wind,Dry
FARS_2022_000067,2022,1,2,0,34,CA,Los Angeles,33.758922,-118.202171,Serious Injury,0,3,1,Fog,Dry
FARS_2022_000068,2022,5,30,2,16,CA,Los Angeles,34.087208,-118.082264,Serious Injury,0,7,3,Rain,Wet
FARS_2022_000069,2022,6,27,4,48,CA,Los Angeles,33.790577,-118.330414,Serious Injury,0,6,3,Rain,Dry
FARS_2022_000070,2022,1,4,0,44,CA,Los Angeles,33.885205,-117.914596,Other Injury,0,5,3,Snow,Wet
FARS_2022_000071,2022,12,3,14,32,CA,Los Angeles,33.836792,-118.261685,No Injury,0,9,2,Wind,Wet
FARS_2022_000072,2022,8,30,2,53,CA,Los Angeles,33.841089,-118.070867,No Injury,0,5,2,Wind,Wet
FARS_2022_000073,2022,8,14,10,45,CA,Los Angeles,33.943797,-118.455679,Other Injury,2,6,2,Snow,Wet
FARS_2022_000074,2022,3,9,11,23,CA,Los Angeles,33.802186,-118.494403,Serious Injury,0,4,2,Clear,Gravel
FARS_2022_000075,2022,11,6,23,30,CA,Los Angeles,34.096824,-118.103306,No Injury,0,7,2,Wind,Gravel
FARS_2022_000076,2022,5,2,8,40,CA,Los Angeles,33.968204,-117.944745,Serious Injury,0,1,2,Fog,Dry
FARS_2022_000077,2022,2,15,22,28,CA,Los Angeles,34.051189,-118.09595,Serious Injury,4,0,4,Wind,Snow/Ice
FARS_2022_000078,2022,2,13,16,58,CA,Los Angeles,33.985711,-118.141718,Serious Injury,0,10,4,Clear,Snow/Ice
FARS_2022_000079,2022,12,11,14,23,CA,Los Angeles,33.918271,-118.107613,Fatal,0,4,1,Wind,Dry
FARS_2022_000080,2022,8,3,0,47,CA,Los Angeles,33.840782,-118.272885,No Injury,0,1,3,Fog,Wet
FARS_2022_000081,2022,10,6,10,32,CA,Los Angeles,33.911566,-118.245757,Other Injury,0,7,4,Wind,Wet
FARS_2022_000082,2022,2,26,0,47,CA,Los Angeles,34.003971,-118.276112,Other Injury,0,10,2,Fog,Snow/Ice
FARS_2022_000083,2022,9,24,2,39,CA,Los Angeles,33.731748,-117.954759,Serious Injury,3,4,1,Rain,Snow/Ice
FARS_2022_000084,2022,7,13,10,4,CA,Los Angeles,34.034094,-118.455905,Other Injury,0,8,4,Rain,Snow/Ice
FARS_2022_000085,2022,8,27,0,21,CA,Los Angeles,33.724875,-118.121875,Serious Injury,0,1,1,Snow,Snow/Ice
FARS_2022_000086,2022,6,12,17,16,CA,Los Angeles,34.082326,-117.92253,Other Injury,0,9,4,Snow,Snow/Ice
FARS_2022_000087,2022,4,5,22,47,CA,Los Angeles,33.868022,-118.435446,Fatal,0,4,2,Clear,Snow/Ice
FARS_2022_000088,2022,5,2,17,18,CA,Los Angeles,33.706317,-118.29758,No Injury,0,4,1,Wind,Dry
FARS_2022_000089,2022,5,29,11,55,CA,Los Angeles,33.766625,-118.092881,No Injury,5,6,3,Rain,Dry
FARS_2022_000090,2022,1,7,13,16,CA,Los Angeles,33.897073,-118.060227,Fatal,0,3,2,Fog,Wet
FARS_2022_000091,2022,5,29,18,14,CA,Los Angeles,34.04578,-118.169469,Serious Injury,0,0,1,Snow,Snow/Ice
FARS_2022_000092,2022,2,18,14,33,CA,Los Angeles,33.793863,-118.240837,Fatal,0,8,3,Snow,Wet
FARS_2022_000093,2022,7,6,0,43,CA,Los Angeles,33.984852,-118.210167,Serious Injury,0,4,4,Snow,Dry
FARS_2022_000094,2022,10,19,2,5,CA,Los Angeles,33.785039,-117.98262,Other Injury,5,7,1,Fog,Dry
FARS_2022_000095,2022,12,19,11,19,CA,Los Angeles,33.927397,-117.959925,No Injury,0,7,4,Fog,Wet
FARS_2022_000096,2022,9,11,23,10,CA,Los Angeles,33.819399,-118.108601,No Injury,0,4,2,Fog,Dry
FARS_2022_000097,2022,2,25,2,49,CA,Los Angeles,33.963285,-118.286411,Fatal,0,3,3,Fog,Wet
FARS_2022_000098,2022,6,30,21,11,CA,Los Angeles,33.898041,-118.137638,Serious Injury,0,7,4,Fog,Dry
FARS_2022_000099,2022,3,4,4,38,CA,Los Angeles,34.081494,-118.149566,Serious Injury,0,6,1,Clear,Snow/Ice
FARS_2022_000100,2022,3,10,5,49,CA,Los Angeles,33.796568,-118.272265,No Injury,0,6,3,Wind,Dry
FARS_2022_000101,2022,6,4,18,11,CA,Los Angeles,34.005702,-118.491195,Other Injury,0,5,3,Rain,Snow/Ice
FARS_2022_000102,2022,9,11,12,46,CA,Los Angeles,33.993486,-118.364374,No Injury,0,6,3,Rain,Wet
FARS_2022_000103,2022,2,23,14,30,CA,Los Angeles,33.952505,-118.446983,Other Injury,0,6,3,Rain,Snow/Ice
FARS_2022_000104,2022,8,15,7,38,CA,Los Angeles,34.08985,-118.480973,Serious Injury,0,6,1,Clear,Wet
FARS_2022_000105,2022,1,7,20,55,CA,Los Angeles,33.711141,-118.06074,No Injury,0,0,3,Snow,Gravel
FARS_2022_000106,2022,1,9,23,50,CA,Los Angeles,33.792908,-118.188088,Fatal,0,7,3,Rain,Dry
FARS_2022_000107,2022,6,9,4,10,CA,Los Angeles,33.719171,-117.916292,No Injury,0,4,4,Fog,Snow/Ice
FARS_2022_000108,2022,2,1,4,20,CA,Los Angeles,33.722688,-118.187335,Serious Injury,0,7,1,Clear,Snow/Ice
FARS_2022_000109,2022,11,12,23,32,CA,Los Angeles,34.094079,-117.99343,Serious Injury,0,0,4,Wind,Dry
FARS_2022_000110,2022,12,1,7,15,CA,Los Angeles,33.850131,-118.095899,Fatal,0,10,4,Rain,Dry
FARS_2022_000111,2022,2,2,11,4,CA,Los Angeles,33.76923,-118.199118,Other Injury,0,3,1,Rain,Dry
FARS_2022_000112,2022,3,13,1,16,CA,Los Angeles,33.733289,-117.908116,Fatal,0,5,3,Rain,Gravel
FARS_2022_000113,2022,12,22,5,31,CA,Los Angeles,33.906779,-118.360448,No Injury,0,8,1,Clear,Gravel
FARS_2022_000114,2022,12,31,14,4,CA,Los Angeles,33.918866,-118.117095,Serious Injury,0,10,4,Clear,Gravel
FARS_2022_000115,2022,2,6,15,17,CA,Los Angeles,33.726795,-118.321031,Serious Injury,0,9,2,Clear,Wet
FARS_2022_000116,2022,7,18,14,0,CA,Los Angeles,33.862879,-118.466184,Fatal,0,9,4,Clear,Snow/Ice
FARS_2022_000117,2022,1,10,16,40,CA,Los Angeles,33.731493,-118.430518,Fatal,0,8,1,Rain,Gravel
FARS_2022_000118,2022,8,7,8,4,CA,Los Angeles,33.852031,-118.188177,Serious Injury,0,6,1,Snow,Wet
FARS_2022_000119,2022,10,6,9,43,CA,Los Angeles,33.811913,-118.49711,Other Injury,0,2,3,Rain,Wet
FARS_2022_000120,2022,1,13,3,43,CA,Los Angeles,34.075833,-117.920146,Other Injury,0,5,1,Wind,Dry
FARS_2022_000121,2022,9,12,6,32,CA,Los Angeles,33.845571,-118.249013,Serious Injury,0,1,4,Fog,Wet
FARS_2022_000122,2022,11,20,2,59,CA,Los Angeles,33.785037,-118.011825,Other Injury,0,5,3,Wind,Wet
FARS_2022_000123,2022,7,10,18,35,CA,Los Angeles,33.787388,-118.022168,Serious Injury,0,9,4,Rain,Dry
FARS_2022_000124,2022,8,28,4,1,CA,Los Angeles,33.782484,-118.35041,Other Injury,0,5,2,Wind,Snow/Ice
FARS_2022_000125,2022,10,12,17,14,CA,Los Angeles,33.828623,-118.491638,No Injury,0,2,1,Wind,Wet
FARS_2022_000126,2022,2,20,13,6,CA,Los Angeles,33.863389,-118.281439,Other Injury,0,9,2,Rain,Gravel
FARS_2022_000127,2022,1,28,16,59,CA,Los Angeles,34.076857,-118.44177,No Injury,0,6,1,Rain,Snow/Ice
FARS_2022_000128,2022,7,6,13,38,CA,Los Angeles,33.706803,-118.371372,No Injury,0,7,3,Fog,Snow/Ice
FARS_2022_000129,2022,10,4,1,35,CA,Los Angeles,34.047957,-118.01894,Serious Injury,0,3,4,Wind,Snow/Ice
FARS_2022_000130,2022,6,22,4,31,CA,Los Angeles,33.705144,-117.996639,No Injury,0,0,3,Snow,Gravel
FARS_2022_000131,2022,3,1,18,0,CA,Los Angeles,33.727885,-118.161255,No Injury,0,3,2,Fog,Dry
FARS_2022_000132,2022,10,23,23,47,CA,Los Angeles,33.875867,-118.239988,Serious Injury,0,6,4,Snow,Wet
FARS_2022_000133,2022,2,18,7,43,CA,Los Angeles,33.747941,-117.969721,Other Injury,0,3,2,Rain,Gravel
FARS_2022_000134,2022,4,16,15,31,CA,Los Angeles,34.034159,-117.995994,Serious Injury,0,8,3,Fog,Snow/Ice
FARS_2022_000135,2022,9,9,0,15,CA,Los Angeles,33.976531,-118.228803,Other Injury,0,7,4,Wind,Dry
FARS_2022_000136,2022,7,19,23,14,CA,Los Angeles,33.848807,-118.298322,Other Injury,0,2,2,Clear,Wet
FARS_2022_000137,2022,2,20,13,28,CA,Los Angeles,33.741936,-118.118552,Other Injury,0,10,4,Rain,Wet
FARS_2022_000138,2022,9,6,7,20,CA,Los Angeles,33.898545,-118.362091,No Injury,0,3,3,Snow,Snow/Ice
FARS_2022_000139,2022,5,23,6,58,CA,Los Angeles,33.996115,-118.201507,Serious Injury,0,3,1,Wind,Wet
FARS_2022_000140,2022,4,30,13,52,CA,Los Angeles,33.776061,-118.404774,Fatal,0,3,2,Rain,Dry
FARS_2022_000141,2022,11,14,15,14,CA,Los Angeles,33.899291,-118.28951,Other Injury,0,1,2,Fog,Snow/Ice
FARS_2022_000142,2022,10,7,20,3,CA,Los Angeles,33.835365,-117.932247,No Injury,0,2,4,Rain,Gravel
FARS_2022_000143,2022,5,5,2,51,CA,Los Angeles,33.969287,-118.418089,Fatal,0,9,4,Fog,Wet
FARS_2022_000144,2022,3,14,2,28,CA,Los Angeles,33.885764,-118.354784,Fatal,0,9,1,Rain,Gravel
FARS_2022_000145,2022,10,14,22,20,CA,Los Angeles,34.050627,-118.202894,No Injury,0,9,2,Snow,Gravel
FARS_2022_000146,2022,3,10,20,26,CA,Los Angeles,33.755921,-118.134567,Other Injury,0,0,2,Clear,Gravel
FARS_2022_000147,2022,4,14,18,38,CA,Los Angeles,33.774544,-117.977945,Fatal,2,4,4,Wind,Snow/Ice
FARS_2022_000148,2022,12,9,13,48,CA,Los Angeles,33.88257,-118.330755,No Injury,2,0,2,Rain,Snow/Ice
FARS_2022_000149,2022,6,4,0,17,CA,Los Angeles,34.02896,-118.314789,Serious Injury,0,0,4,Clear,Wet
FARS_2022_000150,2022,5,15,21,34,CA,Los Angeles,33.73212,-118.297941,Fatal,0,3,4,Clear,Gravel
FARS_2022_000151,2022,2,14,22,51,CA,Los Angeles,33.769125,-118.104723,Other Injury,0,10,1,Fog,Gravel
FARS_2022_000152,2022,10,2,20,5,CA,Los Angeles,33.995102,-118.167077,Serious Injury,0,2,4,Wind,Dry
FARS_2022_000153,2022,4,29,17,53,CA,Los Angeles,34.057238,-117.969236,Fatal,0,1,1,Fog,Gravel
FARS_2022_000154,2022,10,27,1,16,CA,Los Angeles,33.942395,-118.475013,Fatal,0,6,3,Clear,Gravel
FARS_2022_000155,2022,3,20,21,2,CA,Los Angeles,33.812212,-118.288982,No Injury,0,0,3,Wind,Gravel
FARS_2022_000156,2022,1,13,14,30,CA,Los Angeles,34.014282,-118.19042,No Injury,0,10,2,Snow,Gravel
FARS_2022_000157,2022,10,19,0,17,CA,Los Angeles,33.739,-118.076394,No Injury,0,3,2,Clear,Gravel
FARS_2022_000158,2022,1,29,6,15,CA,Los Angeles,33.853653,-117.959532,Serious Injury,0,1,4,Fog,Wet
FARS_2022_000159,2022,7,25,12,15,CA,Los Angeles,33.727558,-118.130477,Other Injury,0,1,1,Wind,Gravel
FARS_2022_000160,2022,9,10,10,36,CA,Los Angeles,33.773286,-117.97034,Serious Injury,0,7,2,Clear,Wet
FARS_2022_000161,2022,2,1,8,46,CA,Los Angeles,33.934977,-117.902318,Serious Injury,0,4,1,Clear,Snow/Ice
FARS_2022_000162,2022,6,16,12,46,CA,Los Angeles,33.74321,-118.400131,Serious Injury,0,6,4,Snow,Gravel
FARS_2022_000163,2022,11,27,9,39,CA,Los Angeles,34.092405,-118.498658,Serious Injury,0,10,3,Snow,Snow/Ice
FARS_2022_000164,2022,1,12,21,22,CA,Los Angeles,34.057891,-118.455174,Serious Injury,0,6,2,Wind,Gravel
FARS_2022_000165,2022,5,13,23,11,CA,Los Angeles,34.058101,-118.323459,Fatal,0,3,2,Rain,Gravel
FARS_2022_000166,2022,9,25,21,37,CA,Los Angeles,33.791925,-118.381972,Serious Injury,5,3,2,Clear,Wet
FARS_2022_000167,2022,1,16,5,6,CA,Los Angeles,33.822983,-118.484261,No Injury,0,1,4,Snow,Wet
FARS_2022_000168,2022,6,19,8,10,CA,Los Angeles,34.005576,-117.962564,Fatal,0,8,1,Wind,Dry
FARS_2022_000169,2022,9,7,17,38,CA,Los Angeles,33.781465,-118.454969,Serious Injury,0,2,1,Clear,Gravel
FARS_2022_000170,2022,3,25,15,21,CA,Los Angeles,33.984498,-118.418085,Other Injury,0,2,4,Wind,Snow/Ice
FARS_2022_000171,2022,6,7,0,24,CA,Los Angeles,33.921943,-118.186612,Other Injury,0,3,1,Fog,Gravel
FARS_2022_000172,2022,12,29,8,16,CA,Los Angeles,33.96088,-118.027675,Serious Injury,0,1,1,Clear,Snow/Ice
FARS_2022_000173,2022,1,30,14,28,CA,Los Angeles,33.945225,-118.129094,Other Injury,0,10,2,Rain,Dry
FARS_2022_000174,2022,4,22,7,35,CA,Los Angeles,33.948,-118.234037,Serious Injury,2,10,1,Clear,Wet
FARS_2022_000175,2022,6,22,23,21,CA,Los Angeles,33.725997,-117.939698,No Injury,0,3,2,Snow,Dry
FARS_2022_000176,2022,7,7,7,16,CA,Los Angeles,33.859955,-118.418038,Fatal,0,4,2,Rain,Snow/Ice
FARS_2022_000177,2022,4,1,7,31,CA,Los Angeles,33.821565,-118.297637,Fatal,0,10,4,Wind,Snow/Ice
FARS_2022_000178,2022,2,2,22,21,CA,Los Angeles,34.004138,-118.42878,No Injury,0,10,2,Snow,Gravel
FARS_2022_000179,2022,6,17,6,41,CA,Los Angeles,33.973639,-118.342148,No Injury,0,10,1,Fog,Gravel
FARS_2022_000180,2022,2,3,0,37,CA,Los Angeles,33.884913,-118.062757,Serious Injury,0,2,3,Snow,Gravel
FARS_2022_000181,2022,10,14,8,53,CA,Los Angeles,33.942399,-118.179063,No Injury,0,6,3,Snow,Snow/Ice
FARS_2022_000182,2022,9,30,5,42,CA,Los Angeles,33.770026,-118.206622,No Injury,3,10,3,Rain,Gravel
FARS_2022_000183,2022,7,16,11,7,CA,Los Angeles,33.824799,-118.073722,Serious Injury,0,5,2,Snow,Gravel
FARS_2022_000184,2022,1,22,5,50,CA,Los Angeles,33.88277,-118.163827,Other Injury,0,7,3,Fog,Snow/Ice
FARS_2022_000185,2022,6,16,17,27,CA,Los Angeles,33.788261,-117.932711,Serious Injury,0,0,2,Snow,Wet
FARS_2022_000186,2022,5,30,13,20,CA,Los Angeles,33.773704,-118.015648,Other Injury,0,8,1,Snow,Snow/Ice
FARS_2022_000187,2022,7,20,11,7,CA,Los Angeles,34.033799,-118.401647,No Injury,0,9,3,Rain,Gravel
FARS_2022_000188,2022,12,4,10,7,CA,Los Angeles,33.732326,-118.079874,Other Injury,0,10,2,Clear,Dry
FARS_2022_000189,2022,9,6,16,50,CA,Los Angeles,33.930036,-118.084702,Fatal,0,6,1,Rain,Dry
FARS_2022_000190,2022,7,22,11,49,CA,Los Angeles,33.989933,-118.365478,Fatal,0,1,1,Fog,Wet
FARS_2022_000191,2022,1,23,0,2,CA,Los Angeles,34.027564,-117.967427,No Injury,0,9,1,Wind,Snow/Ice
FARS_2022_000192,2022,9,30,4,2,CA,Los Angeles,33.849648,-118.499439,Other Injury,0,6,1,Snow,Dry
FARS_2022_000193,2022,7,28,20,6,CA,Los Angeles,34.075226,-118.199397,Serious Injury,0,4,4,Clear,Snow/Ice
FARS_2022_000194,2022,12,1,6,52,CA,Los Angeles,33.880064,-118.435625,Other Injury,0,0,2,Fog,Gravel
FARS_2022_000195,2022,11,14,13,4,CA,Los Angeles,33.747044,-118.408427,Fatal,0,10,2,Rain,Snow/Ice
FARS_2022_000196,2022,7,27,0,40,CA,Los Angeles,34.097794,-118.296822,Fatal,0,1,3,Fog,Gravel
FARS_2022_000197,2022,6,23,22,15,CA,Los Angeles,33.810064,-118.279899,Serious Injury,0,8,2,Snow,Dry
FARS_2022_000198,2022,11,7,21,55,CA,Los Angeles,33.996996,-118.471736,Serious Injury,0,2,3,Rain,Wet
FARS_2022_000199,2022,10,10,3,32,CA,Los Angeles,33.902397,-118.445599,No Injury,0,2,2,Fog,Dry
FARS_2022_000200,2022,12,13,23,35,CA,Los Angeles,33.858498,-118.0701,No Injury,0,8,3,Wind,Wet
FARS_2022_000201,2022,8,25,9,34,CA,Los Angeles,33.793261,-118.406572,No Injury,0,10,4,Snow,Gravel
FARS_2022_000202,2022,12,2,15,31,CA,Los Angeles,33.855953,-118.294923,Serious Injury,0,6,1,Clear,Gravel
FARS_2022_000203,2022,8,19,0,51,CA,Los Angeles,34.027344,-118.4956,Other Injury,1,7,2,Fog,Dry
FARS_2022_000204,2022,11,28,17,21,CA,Los Angeles,34.074686,-118.116008,No Injury,0,6,4,Fog,Dry
FARS_2022_000205,2022,6,9,23,7,CA,Los Angeles,33.951932,-117.957811,Other Injury,0,3,4,Wind,Snow/Ice
FARS_2022_000206,2022,2,3,14,47,CA,Los Angeles,34.099674,-118.365299,Other Injury,0,5,1,Snow,Gravel
FARS_2022_000207,2022,1,20,6,33,CA,Los Angeles,33.959068,-118.129653,Serious Injury,0,8,2,Clear,Snow/Ice
FARS_2022_000208,2022,6,4,4,22,CA,Los Angeles,33.822515,-118.445297,Fatal,0,1,1,Fog,Snow/Ice
FARS_2022_000209,2022,11,29,18,21,CA,Los Angeles,33.895567,-117.920138,Fatal,0,7,4,Snow,Wet
FARS_2022_000210,2022,9,25,5,36,CA,Los Angeles,33.794776,-118.468464,No Injury,0,0,1,Wind,Wet
FARS_2022_000211,2022,5,26,10,39,CA,Los Angeles,33.712958,-118.090928,Fatal,0,10,2,Clear,Gravel
FARS_2022_000212,2022,11,3,9,5,CA,Los Angeles,33.723403,-118.05393,Fatal,0,5,2,Clear,Wet
FARS_2022_000213,2022,6,7,7,38,CA,Los Angeles,33.884029,-118.242962,No Injury,0,3,4,Wind,Dry
FARS_2022_000214,2022,2,12,8,33,CA,Los Angeles,33.757281,-118.354248,Fatal,0,3,1,Rain,Snow/Ice
FARS_2022_000215,2022,7,2,22,48,CA,Los Angeles,33.772209,-117.921686,No Injury,0,1,2,Snow,Snow/Ice
FARS_2022_000216,2022,10,3,17,33,CA,Los Angeles,33.708037,-118.238777,No Injury,0,10,3,Wind,Dry
FARS_2022_000217,2022,4,16,14,14,CA,Los Angeles,33.927213,-118.467436,Serious Injury,0,2,4,Rain,Wet
