FARS_ID,YEAR,MONTH,DAY,HOUR,MINUTE,STATE,CITY,LATITUDE,LONGITUDE,SEVERITY,FATALITIES,INJURIES,NUM_VEHICLES,WEATHER,ROAD_SURFACE
FARS_2021_000029,2021,1,2,19,47,CA,Los Angeles,33.785331,-117.997959,Other Injury,0,8,3,Rain,Wet
FARS_2021_000030,2021,5,14,6,2,CA,Los Angeles,33.8674,-118.171654,No Injury,4,9,1,Clear,Snow/Ice
FARS_2021_000031,2021,2,16,20,21,CA,Los Angeles,34.06424,-118.110224,Serious Injury,0,2,2,Snow,Wet
FARS_2021_000032,2021,7,27,8,12,CA,Los Angeles,33.726375,-118.004708,Fatal,0,4,4,Fog,Wet
FARS_2021_000033,2021,6,8,9,43,CA,Los Angeles,33.949572,-117.97111,No Injury,5,9,3,Clear,Wet
FARS_2021_000034,2021,4,7,3,37,CA,Los Angeles,33.974509,-118.284887,Other Injury,0,8,2,Snow,Gravel
FARS_2021_000035,2021,11,10,19,13,CA,Los Angeles,33.74977,-118.237423,Fatal,0,0,4,Fog,Snow/Ice
FARS_2021_000036,2021,8,10,8,33,CA,Los Angeles,33.969153,-118.494043,Fatal,4,0,3,Fog,Snow/Ice
FARS_2021_000037,2021,12,23,21,21,CA,Los Angeles,33.915206,-118.445412,Serious Injury,0,2,4,Fog,Wet
FARS_2021_000038,2021,2,28,5,39,CA,Los Angeles,33.999431,-117.958106,Serious Injury,0,4,1,Fog,Wet
FARS_2021_000039,2021,5,10,17,22,CA,Los Angeles,33.918785,-117.922906,Other Injury,0,7,3,Snow,Wet
FARS_2021_000040,2021,12,10,7,3,CA,Los Angeles,33.849875,-118.36244,Other Injury,4,7,4,Rain,Gravel
FARS_2021_000041,2021,11,9,9,56,CA,Los Angeles,34.04863,-117.924007,Serious Injury,0,4,4,Wind,Snow/Ice
FARS_2021_000042,2021,4,12,14,39,CA,Los Angeles,33.77467,-118.421852,Other Injury,0,4,4,Fog,Wet
FARS_2021_000043,2021,10,20,22,19,CA,Los Angeles,33.9337,-118.4159,Fatal,0,3,3,Clear,Snow/Ice
FARS_2021_000044,2021,3,2,7,51,CA,Los Angeles,33.892391,-118.376242,Other Injury,0,3,3,Clear,Snow/Ice
FARS_2021_000045,2021,7,18,11,30,CA,Los Angeles,33.891971,-118.166689,No Injury,3,7,2,Wind,Snow/Ice
FARS_2021_000046,2021,4,22,12,41,CA,Los Angeles,33.778012,-118.202487,Fatal,0,3,2,Snow,Snow/Ice
FARS_2021_000047,2021,4,16,7,17,CA,Los Angeles,34.04444,-117.983543,Other Injury,0,5,1,Wind,Wet
FARS_2021_000048,2021,11,30,10,0,CA,Los Angeles,34.020383,-118.488669,Fatal,0,10,2,Rain,Wet
FARS_2021_000049,2021,1,22,8,2,CA,Los Angeles,33.906743,-118.299806,Serious Injury,0,5,4,Snow,Dry
FARS_2021_000050,2021,7,27,9,20,CA,Los Angeles,33.803527,-118.409054,No Injury,0,2,3,Fog,Snow/Ice
FARS_2021_000051,2021,9,29,7,54,CA,Los Angeles,33.966447,-118.128422,Fatal,0,0,4,Snow,Snow/Ice
FARS_2021_000052,2021,3,9,16,49,CA,Los Angeles,34.08327,-118.112871,No Injury,0,1,2,Wind,Wet
FARS_2021_000053,2021,8,22,2,0,CA,Los Angeles,34.050005,-118.142097,Fatal,0,6,2,Clear,Wet
FARS_2021_000054,2021,9,13,1,28,CA,Los Angeles,34.09467,-117.981224,Other Injury,0,10,3,Rain,Dry
FARS_2021_000055,2021,3,30,14,11,CA,Los Angeles,34.026541,-118.170498,No Injury,0,8,1,Clear,Gravel
FARS_2021_000056,2021,9,13,4,55,CA,Los Angeles,33.858285,-117.959855,No Injury,0,0,2,Wind,Dry
FARS_2021_000057,2021,12,22,14,7,CA,Los Angeles,33.911487,-118.26673,Fatal,0,9,2,Fog,Snow/Ice
FARS_2021_000058,2021,2,17,4,59,CA,Los Angeles,33.864851,-118.362685,Serious Injury,0,3,1,Fog,Gravel
FARS_2021_000059,2021,6,15,11,42,CA,Los Angeles,33.84483,-118.180849,Fatal,0,2,4,Snow,Wet
FARS_2021_000060,2021,12,17,1,55,CA,Los Angeles,33.789341,-118.439799,Fatal,0,9,1,Snow,Snow/Ice
FARS_2021_000061,2021,12,1,13,31,CA,Los Angeles,33.709771,-118.247064,Other Injury,0,10,3,Clear,Dry
FARS_2021_000062,2021,3,2,23,14,CA,Los Angeles,33.992481,-118.417219,No Injury,0,4,1,Fog,Snow/Ice
FARS_2021_000063,2021,4,24,3,49,CA,Los Angeles,33.920354,-118.336153,No Injury,0,1,3,Snow,Gravel
FARS_2021_000064,2021,1,26,19,27,CA,Los Angeles,33.805669,-118.384227,Serious Injury,0,7,1,Wind,Snow/Ice
FARS_2021_000065,2021,5,27,15,44,CA,Los Angeles,33.757454,-118.144604,Other Injury,0,4,1,Snow,Gravel
FARS_2021_000066,2021,1,19,22,24,CA,Los Angeles,33.918724,-118.04757,Other Injury,0,3,4,Snow,Wet
FARS_2021_000067,2021,3,11,17,37,CA,Los Angeles,33.858077,-118.024681,Fatal,0,1,1,Snow,Wet
FARS_2021_000068,2021,10,3,23,44,CA,Los Angeles,33.786647,-118.390252,Other Injury,0,0,1,Rain,Wet
FARS_2021_000069,2021,5,3,7,59,CA,Los Angeles,33.829293,-117.932206,Other Injury,0,0,1,Rain,Wet
FARS_2021_000070,2021,4,7,11,48,CA,Los Angeles,33.846408,-118.053922,Fatal,0,2,3,Wind,Wet
FARS_2021_000071,2021,3,17,5,20,CA,Los Angeles,34.018802,-117.992041,Other Injury,0,1,4,Fog,Wet
FARS_2021_000072,2021,1,3,13,17,CA,Los Angeles,34.037134,-118.370866,Serious Injury,0,9,1,Clear,Gravel
FARS_2021_000073,2021,9,9,0,51,CA,Los Angeles,33.98794,-118.457104,Fatal,0,1,4,Wind,Wet
FARS_2021_000074,2021,7,28,2,46,CA,Los Angeles,33.756039,-118.259747,Serious Injury,0,5,1,Snow,Wet
FARS_2021_000075,2021,7,24,10,36,CA,Los Angeles,34.050987,-118.370137,Fatal,0,5,1,Fog,Snow/Ice
FARS_2021_000076,2021,8,4,14,43,CA,Los Angeles,33.727429,-117.938676,No Injury,0,6,2,Wind,Wet
FARS_2021_000077,2021,11,16,13,21,CA,Los Angeles,34.009907,-118.477496,Fatal,0,2,2,Snow,Gravel
FARS_2021_000078,2021,6,1,17,54,CA,Los Angeles,33.880368,-118.143628,Other Injury,0,9,3,Rain,Dry
FARS_2021_000079,2021,7,26,14,39,CA,Los Angeles,33.896848,-117.979229,No Injury,0,3,4,Fog,Dry
FARS_2021_000080,2021,3,22,0,47,CA,Los Angeles,33.805824,-118.425605,Other Injury,1,2,1,Fog,Snow/Ice
FARS_2021_000081,2021,2,19,16,32,CA,Los Angeles,33.759492,-118.080469,Serious Injury,0,5,1,Fog,Dry
FARS_2021_000082,2021,10,22,23,20,CA,Los Angeles,34.026494,-118.236597,Serious Injury,0,5,1,Wind,Dry
FARS_2021_000083,2021,10,17,0,58,CA,Los Angeles,33.961906,-118.314184,Other Injury,0,7,1,Clear,Snow/Ice
FARS_2021_000084,2021,11,1,2,59,CA,Los Angeles,33.890592,-117.922784,Serious Injury,5,5,4,Fog,Dry
FARS_2021_000085,2021,11,21,4,55,CA,Los Angeles,33.902268,-117.968926,Fatal,0,5,1,Wind,Snow/Ice
FARS_2021_000086,2021,10,14,15,1,CA,Los Angeles,33.904075,-118.162072,Fatal,0,1,3,Rain,Dry
FARS_2021_000087,2021,12,22,10,43,CA,Los Angeles,33.884055,-117.920645,Serious Injury,0,1,4,Wind,Gravel
FARS_2021_000088,2021,4,9,12,0,CA,Los Angeles,33.960279,-118.14581,No Injury,0,0,2,Fog,Gravel
FARS_2021_000089,2021,9,4,19,12,CA,Los Angeles,33.897589,-117.918045,No Injury,0,1,1,Rain,Snow/Ice
FARS_2021_000090,2021,8,13,1,22,CA,Los Angeles,33.712184,-117.996735,No Injury,0,0,1,Wind,Gravel
FARS_2021_000091,2021,6,2,5,50,CA,Los Angeles,33.95995,-118.477509,Serious Injury,0,2,1,Snow,Snow/Ice
FARS_2021_000092,2021,6,13,5,38,CA,Los Angeles,33.88519,-118.008082,No Injury,0,1,4,Clear,Gravel
FARS_2021_000093,2021,1,13,20,53,CA,Los Angeles,33.862131,-118.128521,Fatal,0,3,4,Rain,Wet
FARS_2021_000094,2021,3,18,1,52,CA,Los Angeles,33.959272,-118.026763,Other Injury,0,5,1,Fog,Gravel
FARS_2021_000095,2021,7,11,17,37,CA,Los Angeles,33.903977,-118.018633,Serious Injury,0,5,1,Clear,Dry
FARS_2021_000096,2021,10,4,14,4,CA,Los Angeles,34.043155,-118.072595,Fatal,0,0,4,Wind,Snow/Ice
FARS_2021_000097,2021,5,1,10,51,CA,Los Angeles,34.093874,-118.265429,Other Injury,0,7,2,Clear,Wet
FARS_2021_000098,2021,7,18,5,7,CA,Los Angeles,33.744725,-118.40526,Serious Injury,0,8,2,Clear,Gravel
FARS_2021_000099,2021,9,15,9,12,CA,Los Angeles,33.706952,-118.373359,Fatal,0,10,2,Snow,Gravel
FARS_2021_000100,2021,4,6,9,57,CA,Los Angeles,33.841051,-117.968519,Serious Injury,0,1,2,Clear,Snow/Ice
FARS_2021_000101,2021,5,9,3,13,CA,Los Angeles,33.712807,-118.268164,Fatal,0,7,4,Snow,Gravel
FARS_2021_000102,2021,9,14,2,7,CA,Los Angeles,33.89848,-117.994712,Fatal,0,9,2,Clear,Gravel
FARS_2021_000103,2021,7,4,11,5,CA,Los Angeles,33.770801,-118.462981,Other Injury,0,6,4,Clear,Gravel
FARS_2021_000104,2021,11,3,2,53,CA,Los Angeles,33.810114,-117.974073,Serious Injury,3,6,1,Clear,Wet
FARS_2021_000105,2021,8,9,19,51,CA,Los Angeles,33.864206,-118.158947,Other Injury,0,0,1,Snow,Wet
FARS_2021_000106,2021,2,22,17,12,CA,Los Angeles,33.970072,-118.257993,Other Injury,0,2,1,Rain,Snow/Ice
FARS_2021_000107,2021,11,25,23,56,CA,Los Angeles,34.077015,-118.379433,No Injury,0,7,2,Fog,Wet
FARS_2021_000108,2021,8,29,19,11,CA,Los Angeles,33.843454,-118.217779,Fatal,1,3,2,Rain,Wet
FARS_2021_000109,2021,8,7,0,0,CA,Los Angeles,33.824895,-118.101719,Other Injury,0,10,2,Wind,Dry
FARS_2021_000110,2021,12,19,11,54,CA,Los Angeles,33.868809,-118.08976,Serious Injury,0,7,3,Rain,Snow/Ice
FARS_2021_000111,2021,2,9,20,27,CA,Los Angeles,33.991068,-118.333278,Fatal,0,3,2,Fog,Snow/Ice
FARS_2021_000112,2021,11,10,20,46,CA,Los Angeles,33.925914,-118.220727,Other Injury,0,4,1,Rain,Wet
FARS_2021_000113,2021,7,18,9,52,CA,Los Angeles,33.834411,-118.38522,Other Injury,0,7,4,Fog,Wet
FARS_2021_000114,2021,4,3,18,4,CA,Los Angeles,33.884128,-118.489851,Fatal,0,3,2,Fog,Gravel
FARS_2021_000115,2021,9,9,10,8,CA,Los Angeles,34.013173,-117.943148,Fatal,0,10,3,Fog,Snow/Ice
FARS_2021_000116,2021,4,1,14,34,CA,Los Angeles,34.08502,-118.078553,Fatal,0,7,4,Snow,Gravel
FARS_2021_000117,2021,9,29,3,58,CA,Los Angeles,33.802003,-118.365073,Serious Injury,0,2,4,Clear,Dry
FARS_2021_000118,2021,8,6,3,52,CA,Los Angeles,34.051113,-118.03237,Fatal,0,10,4,Fog,Dry
FARS_2021_000119,2021,4,1,22,38,CA,Los Angeles,33.843855,-118.014061,No Injury,0,9,3,Rain,Snow/Ice
FARS_2021_000120,2021,4,29,20,2,CA,Los Angeles,34.070253,-117.98109,Other Injury,0,0,4,Wind,Wet
FARS_2021_000121,2021,12,20,11,38,CA,Los Angeles,33.959059,-118.445668,No Injury,2,5,1,Clear,Snow/Ice
FARS_2021_000122,2021,5,1,14,2,CA,Los Angeles,33.913564,-118.164491,Serious Injury,0,9,3,Wind,Wet
FARS_2021_000123,2021,11,9,21,16,CA,Los Angeles,34.046614,-118.064749,Other Injury,0,6,4,Snow,Wet
FARS_2021_000124,2021,10,31,19,35,CA,Los Angeles,33.786529,-118.264197,Other Injury,0,0,2,Wind,Dry
FARS_2021_000125,2021,2,6,11,3,CA,Los Angeles,34.030123,-118.126343,Other Injury,0,1,1,Clear,Snow/Ice
FARS_2021_000126,2021,5,27,14,11,CA,Los Angeles,34.045108,-118.478631,Other Injury,5,6,4,Rain,Snow/Ice
FARS_2021_000127,2021,1,26,5,20,CA,Los Angeles,33.879733,-117.986721,No Injury,0,7,2,Rain,Wet
FARS_2021_000128,2021,6,11,18,41,CA,Los Angeles,34.097556,-118.33489,Fatal,0,2,4,Snow,Wet
FARS_2021_000129,2021,9,18,3,47,CA,Los Angeles,33.948876,-118.028953,No Injury,0,2,2,Clear,Snow/Ice
FARS_2021_000130,2021,10,3,22,57,CA,Los Angeles,33.793697,-118.159203,Serious Injury,0,9,4,Rain,Snow/Ice
FARS_2021_000131,2021,5,24,9,52,CA,Los Angeles,33.765363,-118.184559,No Injury,0,8,2,Clear,Gravel
FARS_2021_000132,2021,5,8,8,16,CA,Los Angeles,33.872071,-118.364872,Other Injury,1,8,2,Wind,Snow/Ice
FARS_2021_000133,2021,4,21,16,57,CA,Los Angeles,34.028767,-118.149277,No Injury,0,1,1,Fog,Snow/Ice
FARS_2021_000134,2021,9,17,7,15,CA,Los Angeles,33.896918,-118.218114,Fatal,0,5,1,Snow,Snow/Ice
FARS_2021_000135,2021,11,14,17,46,CA,Los Angeles,34.018596,-118.193931,Other Injury,0,9,1,Fog,Wet
FARS_2021_000136,2021,11,9,7,15,CA,Los Angeles,33.824765,-118.083337,Serious Injury,0,5,2,Wind,Snow/Ice
FARS_2021_000137,2021,3,31,22,50,CA,Los Angeles,33.99976,-118.417392,Other Injury,0,2,4,Fog,Snow/Ice
FARS_2021_000138,2021,5,15,6,49,CA,Los Angeles,33.825459,-118.126422,Other Injury,0,3,3,Snow,Dry
FARS_2021_000139,2021,1,20,16,24,CA,Los Angeles,33.77595,-118.323066,Other Injury,0,0,2,Rain,Wet
FARS_2021_000140,2021,11,17,2,14,CA,Los Angeles,33.826209,-118.124927,Other Injury,0,6,1,Clear,Dry
FARS_2021_000141,2021,2,16,9,30,CA,Los Angeles,34.055423,-118.199761,Fatal,0,10,1,Wind,Wet
FARS_2021_000142,2021,5,28,14,44,CA,Los Angeles,33.724684,-118.47017,Other Injury,0,6,4,Wind,Gravel
FARS_2021_000143,2021,7,17,18,59,CA,Los Angeles,33.971013,-118.307044,Other Injury,0,5,4,Snow,Gravel
FARS_2021_000144,2021,9,28,17,41,CA,Los Angeles,33.781017,-118.370914,Other Injury,0,9,4,Clear,Wet
FARS_2021_000145,2021,8,3,4,39,CA,Los Angeles,33.803421,-118.457585,Serious Injury,0,10,1,Snow,Gravel
FARS_2021_000146,2021,1,4,7,56,CA,Los Angeles,33.822161,-118.042797,Serious Injury,0,5,1,Wind,Snow/Ice
FARS_2021_000147,2021,7,27,19,22,CA,Los Angeles,34.014231,-118.254703,Serious Injury,0,10,4,Rain,Gravel
FARS_2021_000148,2021,8,15,6,16,CA,Los Angeles,33.979617,-118.222685,Other Injury,0,0,2,Wind,Snow/Ice
FARS_2021_000149,2021,3,3,2,13,CA,Los Angeles,33.734023,-118.491834,Serious Injury,0,2,3,Snow,Dry
FARS_2021_000150,2021,4,14,8,41,CA,Los Angeles,33.778399,-117.979123,No Injury,0,6,3,Rain,Dry
FARS_2021_000151,2021,1,14,15,18,CA,Los Angeles,33.78462,-118.334973,Other Injury,3,8,4,Rain,Gravel
FARS_2021_000152,2021,8,25,1,5,CA,Los Angeles,33.736682,-118.249188,No Injury,0,3,3,Fog,Snow/Ice
FARS_2021_000153,2021,12,1,21,0,CA,Los Angeles,34.015922,-118.4126,Fatal,0,1,2,Snow,Gravel
FARS_2021_000154,2021,9,21,14,12,CA,Los Angeles,33.891992,-118.09125,Serious Injury,0,0,4,Fog,Snow/Ice
FARS_2021_000155,2021,10,19,7,52,CA,Los Angeles,33.876846,-118.380368,Fatal,0,10,1,Rain,Wet
FARS_2021_000156,2021,6,27,12,59,CA,Los Angeles,33.929225,-117.995332,Other Injury,0,5,1,Snow,Snow/Ice
FARS_2021_000157,2021,3,5,13,53,CA,Los Angeles,33.910032,-118.151196,Other Injury,0,5,2,Fog,Dry
FARS_2021_000158,2021,6,4,8,32,CA,Los Angeles,33.970633,-118.017834,Other Injury,0,9,1,Clear,Dry
FARS_2021_000159,2021,3,27,9,42,CA,Los Angeles,33.79369,-118.084355,Other Injury,3,9,2,Wind,Dry
FARS_2021_000160,2021,8,30,10,4,CA,Los Angeles,33.948268,-118.470213,Fatal,0,1,3,Wind,Gravel
FARS_2021_000161,2021,7,14,4,2,CA,Los Angeles,33.820169,-118.011369,Other Injury,0,3,1,Clear,Dry
FARS_2021_000162,2021,4,24,17,18,CA,Los Angeles,33.859322,-118.054321,Other Injury,0,3,4,Clear,Snow/Ice
FARS_2021_000163,2021,8,18,20,13,CA,Los Angeles,33.776581,-118.369187,Other Injury,0,10,1,Wind,Snow/Ice
FARS_2021_000164,2021,6,10,20,13,CA,Los Angeles,33.828025,-118.398446,No Injury,0,5,2,Fog,Snow/Ice
FARS_2021_000165,2021,7,17,23,54,CA,Los Angeles,34.07368,-117.973799,Other Injury,0,4,4,Clear,Dry
FARS_2021_000166,2021,1,6,8,57,CA,Los Angeles,33.896732,-118.177352,Fatal,0,8,2,Fog,Gravel
FARS_2021_000167,2021,5,29,0,54,CA,Los Angeles,33.789443,-118.352257,Other Injury,2,1,1,Wind,Gravel
FARS_2021_000168,2021,10,16,9,42,CA,Los Angeles,33.88739,-118.412787,No Injury,0,6,3,Rain,Gravel
FARS_2021_000169,2021,4,22,6,28,CA,Los Angeles,33.741377,-118.362468,Fatal,0,3,2,Snow,Gravel
FARS_2021_000170,2021,11,16,6,50,CA,Los Angeles,33.972212,-118.146205,No Injury,0,10,3,Snow,Snow/Ice
FARS_2021_000171,2021,3,14,17,30,CA,Los Angeles,33.778955,-118.179974,Serious Injury,0,3,1,Fog,Snow/Ice
FARS_2021_000172,2021,4,20,16,0,CA,Los Angeles,33.888849,-118.305814,Other Injury,0,0,3,Wind,Wet
FARS_2021_000173,2021,6,4,18,40,CA,Los Angeles,33.899085,-118.230277,Fatal,0,10,4,Rain,Wet
FARS_2021_000174,2021,3,23,11,10,CA,Los Angeles,34.030895,-118.141264,Other Injury,0,8,3,Snow,Gravel
FARS_2021_000175,2021,7,8,15,12,CA,Los Angeles,33.95264,-118.251844,Serious Injury,0,5,4,Rain,Snow/Ice
FARS_2021_000176,2021,2,3,3,56,CA,Los Angeles,34.096591,-117.987018,Serious Injury,0,3,4,Clear,Snow/Ice
FARS_2021_000177,2021,4,23,17,7,CA,Los Angeles,33.733092,-118.150602,Other Injury,0,9,1,Fog,Snow/Ice
FARS_2021_000178,2021,2,20,10,22,CA,Los Angeles,34.073719,-118.000176,Other Injury,0,4,3,Snow,Wet
FARS_2021_000179,2021,8,2,0,48,CA,Los Angeles,33.894591,-118.099988,Fatal,0,1,4,Wind,Dry
FARS_2021_000180,2021,7,20,16,40,CA,Los Angeles,33.71082,-117.908856,Other Injury,0,4,2,Clear,Wet
FARS_2021_000181,2021,9,17,5,26,CA,Los Angeles,33.850891,-118.254055,Serious Injury,0,3,3,Fog,Snow/Ice
FARS_2021_000182,2021,6,22,6,40,CA,Los Angeles,33.984755,-118.104939,Fatal,0,3,3,Fog,Dry
FARS_2021_000183,2021,6,5,19,34,CA,Los Angeles,33.874776,-118.06464,No Injury,0,5,1,Clear,Gravel
FARS_2021_000184,2021,7,4,5,28,CA,Los Angeles,33.919729,-117.970895,Serious Injury,0,9,1,Rain,Gravel
FARS_2021_000185,2021,11,14,6,23,CA,Los Angeles,33.795804,-118.395258,Serious Injury,0,2,4,Snow,Snow/Ice
FARS_2021_000186,2021,8,8,5,29,CA,Los Angeles,33.767339,-118.074364,Serious Injury,0,5,3,Rain,Snow/Ice
FARS_2021_000187,2021,11,17,10,23,CA,Los Angeles,33.897094,-118.037909,Other Injury,0,7,1,Snow,Snow/Ice
FARS_2021_000188,2021,6,22,17,49,CA,Los Angeles,33.931366,-118.474199,No Injury,0,10,2,Clear,Wet
FARS_2021_000189,2021,6,12,8,21,CA,Los Angeles,33.709978,-117.953738,Other Injury,0,4,3,Fog,Wet
FARS_2021_000190,2021,10,28,1,10,CA,Los Angeles,33.877224,-118.128413,Serious Injury,5,5,2,Rain,Wet
FARS_2021_000191,2021,8,1,16,17,CA,Los Angeles,33.758392,-118.486908,No Injury,0,5,1,Snow,Gravel
FARS_2021_000192,2021,10,8,3,56,CA,Los Angeles,33.86473,-118.072288,Other Injury,0,4,1,Snow,Wet
FARS_2021_000193,2021,10,11,16,7,CA,Los Angeles,33.896131,-118.406866,No Injury,0,9,2,Rain,Snow/Ice
FARS_2021_000194,2021,4,11,5,18,CA,Los Angeles,33.857376,-118.003456,Other Injury,0,3,4,Wind,Gravel
FARS_2021_000195,2021,4,12,19,55,CA,Los Angeles,33.929128,-118.285676,Fatal,0,4,1,Rain,Gravel
FARS_2021_000196,2021,4,13,18,29,CA,Los Angeles,33.95626,-118.47242,Fatal,0,10,3,Clear,Snow/Ice
FARS_2021_000197,2021,10,31,8,11,CA,Los Angeles,33.876729,-118.397825,Serious Injury,0,9,4,Rain,Snow/Ice
FARS_2021_000198,2021,8,31,15,41,CA,Los Angeles,34.046068,-118.423695,No Injury,0,8,1,Rain,Gravel
FARS_2021_000199,2021,6,30,13,50,CA,Los Angeles,34.056597,-118.370915,Other Injury,0,9,1,Fog,Wet
FARS_2021_000200,2021,6,9,21,42,CA,Los Angeles,34.045305,-118.047595,No Injury,0,5,4,Wind,Gravel
FARS_2021_000201,2021,4,12,4,42,CA,Los Angeles,33.799347,-118.404856,Other Injury,0,9,2,Rain,Snow/Ice
FARS_2021_000202,2021,11,15,21,26,CA,Los Angeles,33.845506,-118.399753,No Injury,0,1,1,Clear,Gravel
FARS_2021_000203,2021,9,2,18,47,CA,Los Angeles,34.067613,-118.475537,No Injury,0,0,2,Wind,Gravel
FARS_2021_000204,2021,2,2,20,35,CA,Los Angeles,34.062844,-118.16836,Serious Injury,0,2,4,Snow,Dry
FARS_2021_000205,2021,7,27,14,42,CA,Los Angeles,33.905602,-118.442041,Fatal,0,9,2,Snow,Dry
FARS_2021_000206,2021,5,6,5,30,CA,Los Angeles,33.829886,-117.975155,Fatal,0,9,1,Clear,Snow/Ice
FARS_2021_000207,2021,6,26,13,3,CA,Los Angeles,33.950175,-118.242947,Fatal,0,5,3,Clear,Snow/Ice
FARS_2021_000208,2021,7,26,16,24,CA,Los Angeles,33.987559,-118.332676,Fatal,0,0,2,Fog,Dry
FARS_2021_000209,2021,11,9,11,35,CA,Los Angeles,34.02802,-118.331949,No Injury,0,10,1,Rain,Gravel
FARS_2021_000210,2021,9,15,10,56,CA,Los Angeles,33.833889,-118.206511,Fatal,0,7,3,Clear,Snow/Ice
FARS_2021_000211,2021,12,12,16,35,CA,Los Angeles,34.026457,-118.136668,Serious Injury,0,7,2,Wind,Dry
FARS_2021_000212,2021,10,30,12,15,CA,Los Angeles,33.805097,-118.08649,Other Injury,0,9,4,Rain,Dry
FARS_2021_000213,2021,3,29,22,26,CA,Los Angeles,33.935545,-118.265693,No Injury,0,5,2,Rain,Dry
FARS_2021_000214,2021,8,7,23,28,CA,Los Angeles,33.771069,-118.308791,No Injury,0,3,2,Clear,Snow/Ice
FARS_2021_000215,2021,10,20,5,35,CA,Los Angeles,33.822236,-118.464049,No Injury,0,10,4,Snow,Dry
FARS_2021_000216,2021,7,28,18,6,CA,Los Angeles,33.826345,-118.140676,Serious Injury,0,0,2,Fog,Gravel
FARS_2021_000217,2021,10,11,23,36,CA,Los Angeles,33.845804,-118.4276,Other Injury,0,5,1,Fog,Dry
